gene	adj_pval	log_fc	clone	scores
AC087392.3	1.0	0.6403609	G	-0.01019705
OR3A3	1.0	0.43777624	G	-0.010207519
LINC00691	1.0	0.50455403	G	-0.010207519
AL021807.1	1.0	0.3330754	G	-0.010207519
UPB1	1.0	0.52082276	G	-0.010207519
AC091729.1	1.0	0.5183092	G	-0.010207519
ACTA1	1.0	0.32673424	G	-0.010207519
AC024940.1	1.0	0.3167009	G	-0.010207519
NLRP12	1.0	0.32310998	G	-0.010207519
LINC02280	1.0	0.16610515	G	-0.010207519
ARSE	1.0	0.078470044	G	-0.010217989
AC100801.1	1.0	0.52987784	G	-0.010217989
CYP17A1	1.0	0.43378574	G	-0.010217989
ONECUT3	1.0	0.7196724	G	-0.010217989
NR4A3	1.0	0.18150994	G	-0.010217989
LINC01630	1.0	0.023930632	G	-0.010228458
AL513320.1	1.0	0.07542111	G	-0.010228458
LINC02159	1.0	0.60967636	G	-0.010228458
GJB4	1.0	0.020356903	G	-0.010228458
AC013472.3	1.0	-0.0067729745	G	-0.010238927
WAS	1.0	0.08007669	G	-0.010238927
AC092614.1	1.0	-0.10232855	G	-0.010238927
CXXC4	1.0	0.09153942	G	-0.010238927
AC011247.1	1.0	0.009688567	G	-0.010238927
RAMP2-AS1	1.0	0.13191856	G	-0.010249396
TMPRSS2	1.0	-0.30965322	G	-0.010259866
AC117503.1	1.0	-0.15014745	G	-0.010270335
AC008937.3	1.0	-0.77238977	G	-0.010333151
AL133523.1	1.0	0.51868653	G	-0.010767624
REP15	1.0	0.45505357	G	-0.011233506
SEPT7-AS1	1.0	0.88668877	G	-0.011254444
LINC00880	1.0	0.5860418	G	-0.011369606
LINC01336	1.0	0.3661417	G	-0.011620868
AKR1B10	1.0	0.64040136	G	-0.012322308
Z99916.1	1.0	0.7270673	G	-0.0123380115
RASGRP1	1.0	0.7223663	G	-0.0123380115
LINC01123	1.0	0.66346556	G	-0.0123380115
CD247	1.0	0.34286848	G	-0.0123380115
AC008033.3	1.0	0.8878562	G	-0.0123380115
AC015818.2	1.0	0.57570916	G	-0.0123380115
SRXN1	1.0	0.7309021	G	-0.0123380115
AC127002.1	1.0	0.7573408	G	-0.0123380115
EPS8L1	1.0	0.9496896	G	-0.0123380115
LHX9	1.0	0.5835404	G	-0.0123484805
AC008438.1	1.0	0.2701745	G	-0.0123484805
NDST1-AS1	1.0	0.8898688	G	-0.0123484805
AL358115.1	1.0	0.65175766	G	-0.0123484805
NCF4	1.0	0.6676138	G	-0.0123484805
AL391294.1	1.0	0.6887399	G	-0.0123484805
PCDH11Y	1.0	0.43039536	G	-0.0123484805
AC010096.1	1.0	1.0272329	G	-0.0123484805
L3MBTL4	1.0	0.75045985	G	-0.0123484805
ARHGEF15	1.0	1.0383799	G	-0.0123484805
AP001528.1	1.0	0.8191826	G	-0.0123484805
FAM47E	1.0	0.48140758	G	-0.0123484805
AL122125.1	1.0	0.30544975	G	-0.0123484805
AC005616.1	1.0	0.33899614	G	-0.01235895
AL139397.1	1.0	0.037702985	G	-0.01235895
AP006216.1	1.0	0.47510839	G	-0.01235895
KCNK15-AS1	1.0	0.23251368	G	-0.01235895
AC079315.1	1.0	0.33364722	G	-0.01235895
ABCC6	1.0	0.34336925	G	-0.01235895
ATP8B4	1.0	0.38969344	G	-0.01235895
AC003956.1	1.0	0.33053517	G	-0.01235895
AL136131.3	1.0	0.19706817	G	-0.01235895
KCNN1	1.0	0.20969968	G	-0.012369419
TBPL2	1.0	0.37080008	G	-0.012369419
HM13-AS1	1.0	0.23509993	G	-0.012369419
MOG	1.0	-0.07266971	G	-0.012369419
AC104758.2	1.0	0.7492856	G	-0.012379888
LINC00592	1.0	-0.048372086	G	-0.012379888
POU3F2	1.0	0.13564974	G	-0.012379888
LINC02177	1.0	0.43698147	G	-0.012379888
AP001469.2	1.0	0.0015865318	G	-0.012379888
AC005041.1	1.0	0.21216159	G	-0.012379888
CD37	1.0	0.11355305	G	-0.012379888
LINC02506	1.0	-0.10896677	G	-0.012390357
C8orf89	1.0	-0.080395326	G	-0.012390357
AC105053.1	1.0	-0.28050324	G	-0.012390357
EPHA1	1.0	0.22645774	G	-0.012400827
NCBP2-AS1	1.0	-0.37846348	G	-0.012400827
AL513548.3	1.0	-0.23642461	G	-0.012400827
PTPRC	1.0	-0.0016745422	G	-0.012400827
LY86-AS1	1.0	-0.048035327	G	-0.012400827
LINC00565	1.0	-0.17742963	G	-0.012400827
RASA4B	1.0	-0.57381207	G	-0.012411296
ACER2	1.0	-0.523233	G	-0.012421765
AC020658.2	1.0	-0.5575333	G	-0.012421765
FFAR4	1.0	-0.4324608	G	-0.012421765
LINC02172	1.0	-0.86598885	G	-0.012432235
RAD21-AS1	1.0	0.64295715	G	-0.012479346
TRAM1L1	1.0	0.51755446	G	-0.0128248315
RPL17	1.0	0.41343465	G	-0.012871943
SLC35G1	1.0	0.5404033	G	-0.013112736
AL929472.2	1.0	0.534003	G	-0.01312844
EPOP	1.0	0.7199252	G	-0.013154613
PLEKHG4	1.0	0.61397856	G	-0.01354721
LMF1	1.0	0.47371823	G	-0.0138089415
AC079601.1	1.0	0.105622984	G	-0.013840349
AC005339.1	1.0	0.16548827	G	-0.013903164
KLHL26	1.0	0.6722387	G	-0.013945041
THNSL1	1.0	0.6298012	G	-0.014039265
TARBP1	1.0	0.56433934	G	-0.014060203
GRAP2	1.0	0.65242887	G	-0.014510381
AC090921.1	1.0	0.48425272	G	-0.014510381
AL160408.2	1.0	0.3362686	G	-0.014510381
RAB40AL	1.0	0.4924855	G	-0.014510381
TNFAIP2	1.0	0.86704636	G	-0.014510381
RAB6C	1.0	0.45248756	G	-0.014510381
HRG	1.0	0.39195946	G	-0.014510381
CCDC73	1.0	1.2400457	G	-0.014510381
AL451085.1	1.0	0.26684323	G	-0.014510381
AL355482.1	1.0	0.35681522	G	-0.014510381
C19orf18	1.0	0.082105726	G	-0.014510381
AC026412.3	1.0	0.57021976	G	-0.014510381
AL662796.1	1.0	1.0303986	G	-0.014510381
AC040918.1	1.0	0.7880779	G	-0.014510381
AC010998.2	1.0	0.42017463	G	-0.014510381
TAS1R1	1.0	0.49935168	G	-0.014510381
DLL4	1.0	0.3616772	G	-0.014510381
AC098614.4	1.0	0.88955337	G	-0.014510381
DNAJC5B	1.0	1.1597524	G	-0.014510381
AC112236.1	1.0	0.42000344	G	-0.014510381
AL118508.1	1.0	0.7547683	G	-0.014510381
USH1G	1.0	0.5889853	G	-0.014510381
GAPDHS	1.0	0.46691898	G	-0.014510381
AL157937.1	1.0	0.9623935	G	-0.014510381
AL451042.1	1.0	0.013755647	G	-0.014510381
MEF2C	1.0	0.93030345	G	-0.014510381
NPR1	1.0	0.83386177	G	-0.014510381
AC005520.5	1.0	1.2607095	G	-0.014510381
AC008764.3	1.0	-0.035360437	G	-0.014510381
FRMPD3	1.0	0.17860366	G	-0.014510381
AC093424.1	1.0	0.92791194	G	-0.014510381
GPR156	1.0	0.9048645	G	-0.014510381
AC005304.3	1.0	0.22968484	G	-0.014510381
IL10	1.0	0.8414363	G	-0.014510381
AL731566.1	1.0	0.32894412	G	-0.014510381
AC113414.1	1.0	0.37497237	G	-0.014510381
ACKR2	1.0	1.0436225	G	-0.014510381
AP001020.3	1.0	0.019510025	G	-0.01452085
SPANXA2-OT1	1.0	0.6304866	G	-0.01452085
AC078820.1	1.0	0.19372387	G	-0.01452085
AL136985.2	1.0	0.52623117	G	-0.01452085
AC092620.3	1.0	0.10385164	G	-0.01452085
UNC13C	1.0	0.047620233	G	-0.01452085
AL138781.2	1.0	0.88264716	G	-0.01452085
AL031985.4	1.0	0.34968805	G	-0.01452085
AC100791.2	1.0	0.22570856	G	-0.01452085
AC124944.1	1.0	0.26114428	G	-0.01452085
C10orf113	1.0	0.5273505	G	-0.01452085
AC005323.2	1.0	0.18381646	G	-0.01452085
OTOA	1.0	-0.12813929	G	-0.01452085
AL355304.1	1.0	0.14852946	G	-0.01452085
AP000763.3	1.0	-0.221515	G	-0.01452085
RBP5	1.0	0.07396398	G	-0.01452085
ATP11A-AS1	1.0	0.09842972	G	-0.01452085
CFAP299	1.0	-0.20317498	G	-0.01453132
TRANK1	1.0	-0.24660097	G	-0.01453132
LPAR5	1.0	-0.05084891	G	-0.01453132
OR1A1	1.0	-0.45363	G	-0.01453132
ZEB2-AS1	1.0	0.729538	G	-0.01453132
PDE1B	1.0	0.15441811	G	-0.01453132
NLRP8	1.0	-0.021441035	G	-0.01453132
AL162741.1	1.0	-0.10307748	G	-0.01453132
AP003027.1	1.0	-0.43996528	G	-0.01453132
LINC02473	1.0	-0.29897773	G	-0.01453132
AC008083.1	1.0	-0.14457147	G	-0.01453132
ZNF853	1.0	-0.1603704	G	-0.01453132
TMEM78	1.0	0.13217375	G	-0.01453132
PCDH9-AS1	1.0	-0.3203217	G	-0.014541789
RAB43	1.0	-0.074944936	G	-0.014541789
OR11G2	1.0	-0.5606173	G	-0.014541789
CYP4F8	1.0	-0.23873045	G	-0.014541789
AL136164.2	1.0	-0.41840813	G	-0.014541789
LINC01303	1.0	-0.48566115	G	-0.014552258
AC025419.1	1.0	-0.41928223	G	-0.014552258
ITPRIPL1	1.0	-0.7559464	G	-0.014552258
ZNF781	1.0	-1.0097033	G	-0.014552258
AF131215.3	1.0	-0.64446926	G	-0.014552258
FAM131C	1.0	-0.72415996	G	-0.014552258
CYP2W1	1.0	-0.6730565	G	-0.014552258
AL031283.1	1.0	-0.85652936	G	-0.014562727
SVOP	1.0	-0.6624317	G	-0.014562727
AC130415.1	1.0	-0.72900426	G	-0.014562727
CABP7	1.0	-1.4327376	G	-0.014573197
AL357055.3	1.0	0.25704518	G	-0.01515424
PPP3CC	1.0	0.48303738	G	-0.015484021
ADO	1.0	0.40979743	G	-0.01564106
ACAN	1.0	0.6553605	G	-0.015766691
TAS2R19	1.0	0.5625728	G	-0.015808567
AC008735.2	1.0	0.42430893	G	-0.015860915
AC011092.2	1.0	0.20146415	G	-0.016017953
MARVELD3	1.0	0.2913643	G	-0.01603889
AL136141.1	1.0	-0.37576434	G	-0.016672282
COBL	1.0	0.427604	G	-0.016672282
HNRNPCL1	1.0	0.78081954	G	-0.016672282
AC243585.2	1.0	0.19806357	G	-0.016672282
SPATA12	1.0	-0.38968158	G	-0.016672282
AC010300.1	1.0	0.38011682	G	-0.016672282
NPHP3-AS1	1.0	-0.47714108	G	-0.016672282
AC022028.2	1.0	-0.58111334	G	-0.016672282
AF064858.3	1.0	0.41785026	G	-0.016672282
ZNF625-ZNF20	1.0	-0.48406166	G	-0.016672282
KCNH1	1.0	-0.08223433	G	-0.016672282
CPNE5	1.0	0.7456898	G	-0.016672282
LINC01340	1.0	-0.5815635	G	-0.016672282
HSD11B2	1.0	-0.14369057	G	-0.016672282
C1QTNF3-AMACR	1.0	0.7370037	G	-0.016672282
NCR1	1.0	-0.52984065	G	-0.016672282
AC023136.1	1.0	-0.28859702	G	-0.016672282
LINC01510	1.0	0.21287006	G	-0.016672282
NEUROD1	1.0	0.40112358	G	-0.016672282
AC015845.2	1.0	-0.35030115	G	-0.016672282
AP000842.1	1.0	0.42814225	G	-0.016672282
AC090568.2	1.0	0.35348734	G	-0.016672282
ANGPTL8	1.0	-0.56082535	G	-0.016672282
AL353784.1	1.0	0.39294395	G	-0.016672282
IKZF1	1.0	0.3640379	G	-0.016672282
LSAMP-AS1	1.0	-0.19873543	G	-0.016672282
AC104170.2	1.0	-0.49658564	G	-0.016672282
DNASE1L3	1.0	0.72730905	G	-0.016672282
RNF148	1.0	0.34144863	G	-0.016672282
RAI2	1.0	-0.5748964	G	-0.016672282
ZNF649-AS1	1.0	0.33990818	G	-0.016672282
RPS10-NUDT3	1.0	-0.29041824	G	-0.016672282
AC079949.1	1.0	-0.56939375	G	-0.016672282
LINC01289	1.0	-0.020967502	G	-0.016672282
CASK-AS1	1.0	-0.04038116	G	-0.016672282
BMP6	1.0	-0.053679127	G	-0.016672282
DNAH8	1.0	-0.46475723	G	-0.016672282
KRT12	1.0	-0.32274476	G	-0.016672282
AC005779.1	1.0	0.528288	G	-0.016672282
AC104574.2	1.0	0.6362296	G	-0.016672282
RLN1	1.0	1.6048226	G	-0.016672282
CFAP61	1.0	-0.063834965	G	-0.016672282
INKA2	1.0	-0.57794166	G	-0.016672282
CLEC12B	1.0	-0.4373898	G	-0.016672282
MEIS1-AS2	1.0	0.23611034	G	-0.016672282
DIRAS1	1.0	0.3252571	G	-0.016672282
AL031963.1	1.0	0.034214057	G	-0.016672282
SPTB	1.0	0.8359818	G	-0.016672282
AP001059.3	1.0	0.5939784	G	-0.016672282
AC119674.2	1.0	0.5704763	G	-0.016672282
COMP	1.0	-0.08310581	G	-0.016672282
SH3GL2	1.0	-0.11825692	G	-0.016672282
CYP2E1	1.0	-0.050188195	G	-0.016672282
PLA2G2D	1.0	0.24386807	G	-0.016672282
PGLYRP4	1.0	-0.5338349	G	-0.016672282
MAEL	1.0	0.03431996	G	-0.016672282
AC080112.1	1.0	-0.28419232	G	-0.016672282
AL022238.4	1.0	-0.7381211	G	-0.016672282
AL357054.2	1.0	1.2050469	G	-0.016672282
TUB	1.0	0.33388206	G	-0.016672282
ACP7	1.0	0.16918878	G	-0.016672282
NINJ2	1.0	0.76461196	G	-0.016672282
AC073254.1	1.0	-0.022381885	G	-0.016672282
AL022323.1	1.0	-0.19967885	G	-0.016672282
LRMP	1.0	1.4105443	G	-0.016672282
AC087521.2	1.0	0.10652032	G	-0.016672282
AIRN	1.0	0.4430961	G	-0.016672282
AC004832.3	1.0	0.18398115	G	-0.016672282
HSPB9	1.0	-0.09524178	G	-0.016672282
AC093249.2	1.0	0.63905656	G	-0.016672282
GRIN2C	1.0	-0.08689092	G	-0.016672282
LINC01589	1.0	0.51336545	G	-0.016672282
AC005730.2	1.0	0.48245117	G	-0.016672282
AC078880.5	1.0	-0.4126525	G	-0.016672282
AC012456.2	1.0	-0.27809066	G	-0.016672282
AJAP1	1.0	-0.3273756	G	-0.016672282
AC108174.1	1.0	0.40011272	G	-0.016672282
AC015674.1	1.0	1.087394	G	-0.016672282
ZNF503-AS1	1.0	-0.3902569	G	-0.016672282
BX640515.1	1.0	-0.04595458	G	-0.016672282
NEU4	1.0	-0.1819657	G	-0.016672282
AC090559.1	1.0	0.52626115	G	-0.016672282
PLN	1.0	0.0440505	G	-0.016672282
TACR2	1.0	0.1727325	G	-0.016672282
CACNA1E	1.0	-0.709679	G	-0.016672282
TSSK4	1.0	-0.33632177	G	-0.016672282
AC068896.1	1.0	1.3602382	G	-0.016672282
RSPH10B	1.0	-0.785055	G	-0.016672282
VGLL2	1.0	0.075602874	G	-0.016672282
ANKRD61	1.0	-0.21726948	G	-0.016672282
WFIKKN2	1.0	-0.46657646	G	-0.016672282
AC087257.1	1.0	-0.35589093	G	-0.016672282
AC099489.3	1.0	-0.17188539	G	-0.016672282
DACH1	1.0	0.59366024	G	-0.016672282
AC131571.1	1.0	0.11284556	G	-0.016672282
TUBB4A	1.0	0.56731874	G	-0.016672282
PLCB2	1.0	-0.032436494	G	-0.016672282
NLRP3	1.0	0.8515088	G	-0.016672282
AL021408.1	1.0	0.028801372	G	-0.016672282
SZT2-AS1	1.0	0.70451725	G	-0.016672282
AC012313.9	1.0	-0.27195203	G	-0.016672282
RPEL1	1.0	-0.18407434	G	-0.016672282
PCDHGA3	1.0	0.006458433	G	-0.016672282
AL031432.1	1.0	0.820384	G	-0.016672282
OIT3	1.0	-0.38557392	G	-0.016672282
PCDHGA4	1.0	0.3873044	G	-0.016672282
AC022540.1	1.0	-0.120509855	G	-0.016672282
ZNF558	1.0	0.04852728	G	-0.016672282
AC017000.1	1.0	-0.4354741	G	-0.016672282
ERICH4	1.0	-0.7108	G	-0.016672282
COL23A1	1.0	0.20928918	G	-0.016672282
AC107294.3	1.0	-0.1375713	G	-0.016672282
GPC4	1.0	-0.41031423	G	-0.016672282
SCIMP	1.0	0.720276	G	-0.016672282
AL139339.1	1.0	-0.46739927	G	-0.016672282
SBSPON	1.0	0.723045	G	-0.016672282
PLEKHG4B	1.0	-0.28152606	G	-0.016672282
AL162632.3	1.0	-0.16850013	G	-0.016672282
AC012173.1	1.0	0.048247278	G	-0.016672282
AL590096.1	1.0	-0.63091296	G	-0.016672282
LINC02139	1.0	0.25714308	G	-0.016672282
AC010271.2	1.0	0.17342278	G	-0.016672282
Z82249.1	1.0	0.81849045	G	-0.016672282
AC092718.5	1.0	-0.27845892	G	-0.016672282
DHH	1.0	-0.33289438	G	-0.016672282
AL353795.2	1.0	-0.10500066	G	-0.016672282
U62317.4	1.0	0.22857636	G	-0.016672282
LINC01902	1.0	0.6105562	G	-0.016672282
CA10	1.0	-0.34468964	G	-0.016672282
AL359265.3	1.0	0.037176553	G	-0.016672282
AC093152.1	1.0	-0.3038129	G	-0.016672282
AL356108.1	1.0	-0.74006176	G	-0.016672282
AC127496.1	1.0	0.317558	G	-0.016672282
AC068196.1	1.0	0.8328965	G	-0.016672282
PRPH	1.0	-0.591875	G	-0.016672282
AC114939.1	1.0	-0.757404	G	-0.016672282
AC134772.1	1.0	-0.2936302	G	-0.016672282
MIXL1	1.0	0.6025121	G	-0.016672282
WNT3A	1.0	-0.34815764	G	-0.016672282
FENDRR	1.0	0.07322335	G	-0.016672282
AL161668.1	1.0	-0.07400311	G	-0.016672282
TEX19	1.0	0.21617676	G	-0.016672282
HNF4A	1.0	0.77034473	G	-0.016672282
AC084357.2	1.0	0.62014866	G	-0.016672282
AC022601.1	1.0	0.9440226	G	-0.016672282
AMY1A	1.0	-0.85250145	G	-0.016682751
SNX31	1.0	-0.74992424	G	-0.016682751
SOX2	1.0	-1.2416424	G	-0.016682751
LINC00887	1.0	-0.7864962	G	-0.016682751
CLDN9	1.0	-1.1835656	G	-0.016682751
AC145350.2	1.0	-0.8616131	G	-0.016682751
AC019117.2	1.0	-0.7470393	G	-0.016682751
AC009121.2	1.0	-1.0231476	G	-0.016682751
AC004949.1	1.0	-0.9294557	G	-0.016682751
AC131649.1	1.0	-0.6768403	G	-0.016682751
AC008914.1	1.0	-0.7734447	G	-0.016682751
CALHM5	1.0	-0.520908	G	-0.016682751
LINC02383	1.0	-1.1416168	G	-0.016682751
SRSF12	1.0	-0.71265644	G	-0.016682751
RNF151	1.0	-0.70299774	G	-0.016682751
AC008115.4	1.0	-0.9895749	G	-0.016682751
HIGD2B	1.0	-0.89854616	G	-0.016682751
GRM1	1.0	-0.71958697	G	-0.016682751
PADI4	1.0	-0.97101676	G	-0.016682751
AC104964.1	1.0	-0.9688618	G	-0.016682751
FAM57B	1.0	-1.0080881	G	-0.016682751
GRM6	1.0	-0.6677594	G	-0.016682751
TMEM200B	1.0	-0.85544664	G	-0.016682751
AL121748.2	1.0	-0.75573814	G	-0.016682751
HIST1H4B	1.0	-0.7851537	G	-0.016682751
LYL1	1.0	-0.4800391	G	-0.016682751
AL160412.1	1.0	-1.1166761	G	-0.016682751
OVOL1-AS1	1.0	-0.9517732	G	-0.016682751
AC010907.2	1.0	-0.91317004	G	-0.016682751
OR2A7	1.0	-0.5718231	G	-0.016682751
AP000879.1	1.0	-0.9230184	G	-0.016682751
SLN	1.0	-0.70106316	G	-0.016682751
MID1IP1-AS1	1.0	-0.75726086	G	-0.016682751
AC007378.1	1.0	-0.6421057	G	-0.016682751
AC078777.1	1.0	-0.6391646	G	-0.016682751
DLEC1	1.0	-0.508692	G	-0.016682751
GALM	1.0	-1.3080182	G	-0.016682751
SLC22A13	1.0	-1.0802546	G	-0.016682751
SPATA32	1.0	-0.3738046	G	-0.016682751
CXorf36	1.0	-0.44883037	G	-0.016682751
M1AP	1.0	-0.9576783	G	-0.016682751
AC008894.2	1.0	-0.87487584	G	-0.016682751
SCT	1.0	-0.3870858	G	-0.016682751
AL121992.3	1.0	-0.83568066	G	-0.016682751
AL121983.1	1.0	-0.43540454	G	-0.016682751
PRRG3	1.0	-0.6954185	G	-0.016682751
AL590434.1	1.0	-1.2649122	G	-0.016682751
FBXW12	1.0	-0.83526295	G	-0.016682751
AL158211.4	1.0	-1.1307515	G	-0.01669322
FAM83E	1.0	-1.2512615	G	-0.01669322
AL157932.1	1.0	-1.0738008	G	-0.01669322
RHD	1.0	-2.0550914	G	-0.01669322
AC044810.3	1.0	-0.96658504	G	-0.01669322
AC078864.2	1.0	-1.2833718	G	-0.01669322
AKR1C4	1.0	-1.3123878	G	-0.01669322
AL358975.1	1.0	-1.2122589	G	-0.01669322
AC012170.2	1.0	-1.4448267	G	-0.01669322
AL591167.1	1.0	-1.7285717	G	-0.01669322
CRTAM	1.0	-2.6866307	G	-0.01669322
LINC00184	1.0	-1.9856375	G	-0.01669322
KCNJ18	1.0	-1.8259212	G	-0.01669322
MEGF11	1.0	-1.9968234	G	-0.01669322
TNFRSF1B	1.0	-1.6484087	G	-0.01669322
SYT16	1.0	-2.401974	G	-0.01669322
AC009630.2	1.0	-2.3225822	G	-0.01669322
EGFL6	1.0	-2.7971501	G	-0.01669322
SPARCL1	1.0	-2.3952065	G	-0.01669322
MIRLET7DHG	1.0	-1.2281756	G	-0.01669322
ADCY2	1.0	-0.98824096	G	-0.01669322
RGN	1.0	-1.455605	G	-0.01669322
AC009686.2	1.0	-1.1374338	G	-0.01669322
C2orf66	1.0	-1.4410594	G	-0.01669322
TCERG1L	1.0	-1.1829835	G	-0.01669322
COL5A3	1.0	0.60313123	G	-0.016792677
RPS6KL1	1.0	0.6499378	G	-0.017064879
FSBP	1.0	0.5537634	G	-0.017253324
TMEM86B	1.0	0.6036531	G	-0.017378956
MISP3	1.0	0.39929584	G	-0.01759881
MAGT1	1.0	0.044656605	G	-0.018038519
AGK	1.0	0.4875346	G	-0.018132742
AC025682.1	1.0	0.4031062	G	-0.01815368
NPR2	1.0	0.58940464	G	-0.018200792
AC068305.2	1.0	0.20120119	G	-0.018247904
EFCAB12	1.0	-0.051530946	G	-0.018321188
AC002070.1	1.0	-17.157785	G	-0.018823713
AL133480.1	1.0	-18.015764	G	-0.018823713
LINC00934	1.0	-17.876976	G	-0.018823713
LGALS2	1.0	-18.275347	G	-0.018823713
OTOR	1.0	-16.797031	G	-0.018823713
AL049794.2	1.0	-18.09666	G	-0.018823713
FOXI2	1.0	-17.948214	G	-0.018823713
AC093702.1	1.0	-17.94692	G	-0.018823713
SEL1L2	1.0	-17.392473	G	-0.018823713
TCTE1	1.0	-17.542547	G	-0.018823713
AC002563.1	1.0	-16.231207	G	-0.018823713
LINC01361	1.0	-18.307499	G	-0.018823713
BANK1	1.0	-17.596731	G	-0.018823713
AC138915.3	1.0	-16.897589	G	-0.018823713
OR10A4	1.0	-18.075893	G	-0.018823713
AC023946.1	1.0	-17.578022	G	-0.018823713
AL354977.1	1.0	-17.719183	G	-0.018823713
AC008687.2	1.0	-15.98449	G	-0.018823713
PLA2G10	1.0	-16.903896	G	-0.018823713
NPY4R	1.0	-17.488115	G	-0.018823713
ACOT6	1.0	-17.54957	G	-0.018823713
ARHGEF38	1.0	-17.62819	G	-0.018823713
AL158166.2	1.0	-16.605057	G	-0.018823713
AL135786.2	1.0	-17.707924	G	-0.018823713
AC137761.1	1.0	-16.914581	G	-0.018823713
AC010522.1	1.0	-17.700638	G	-0.018823713
AC131159.1	1.0	-17.657873	G	-0.018823713
LINC00528	1.0	-18.527666	G	-0.018823713
AC105219.4	1.0	-17.698824	G	-0.018823713
MAPK15	1.0	-17.32445	G	-0.018823713
AC000036.1	1.0	-17.819056	G	-0.018823713
KRT82	1.0	-18.27565	G	-0.018823713
AC004817.4	1.0	-17.7913	G	-0.018823713
APCS	1.0	-16.446945	G	-0.018823713
AC074254.1	1.0	-17.712925	G	-0.018823713
AC008687.4	1.0	-18.151234	G	-0.018823713
ZNF239	1.0	-17.36087	G	-0.018823713
KLRG2	1.0	-18.076683	G	-0.018823713
AL138478.1	1.0	-17.805693	G	-0.018823713
HBG2	1.0	-17.584608	G	-0.018823713
C7orf55-LUC7L2	1.0	-17.600801	G	-0.018823713
AL121781.1	1.0	-17.299091	G	-0.018823713
LRRC61	1.0	-17.393303	G	-0.018823713
C4orf36	1.0	-17.856977	G	-0.018823713
AP000357.2	1.0	-17.355783	G	-0.018823713
LINCMD1	1.0	-17.81374	G	-0.018823713
AL022344.1	1.0	-18.757288	G	-0.018823713
ACTN3	1.0	-16.776218	G	-0.018823713
AC007610.1	1.0	-17.585245	G	-0.018823713
CRP	1.0	-16.200544	G	-0.018823713
AC007598.2	1.0	-17.9697	G	-0.018823713
AC097478.3	1.0	-17.99234	G	-0.018823713
AL135937.1	1.0	-16.344074	G	-0.018823713
AC080188.1	1.0	-17.953403	G	-0.018823713
AC055736.1	1.0	-17.662298	G	-0.018823713
OR10J1	1.0	-17.237371	G	-0.018823713
C10orf142	1.0	-16.634457	G	-0.018823713
AL596275.2	1.0	-17.58596	G	-0.018823713
GAL3ST3	1.0	-18.717506	G	-0.018823713
AC069234.1	1.0	-17.563805	G	-0.018823713
CCSER1	1.0	-16.757656	G	-0.018823713
AC073878.2	1.0	-18.859032	G	-0.018823713
SNAP25-AS1	1.0	-17.197113	G	-0.018823713
AC096741.1	1.0	-17.760927	G	-0.018823713
TSPYL6	1.0	-18.159616	G	-0.018823713
AL360181.4	1.0	-17.767479	G	-0.018823713
SLC10A1	1.0	-17.027351	G	-0.018823713
AC022272.1	1.0	-17.405714	G	-0.018823713
AC005479.1	1.0	-17.849312	G	-0.018823713
AC243547.1	1.0	-17.699707	G	-0.018823713
RIC3	1.0	-17.641434	G	-0.018823713
AC073575.1	1.0	-17.435135	G	-0.018823713
AC008938.1	1.0	-17.728045	G	-0.018823713
AC093690.1	1.0	-18.17829	G	-0.018823713
LINC00616	1.0	-16.953402	G	-0.018823713
AL158090.1	1.0	-17.601746	G	-0.018823713
AC097467.3	1.0	-17.31568	G	-0.018823713
CFAP46	1.0	-15.635856	G	-0.018823713
AC080078.2	1.0	-18.240183	G	-0.018823713
GSG1L	1.0	-18.351309	G	-0.018823713
AC003682.1	1.0	-16.352898	G	-0.018823713
NPY2R	1.0	-18.161777	G	-0.018823713
DEFB118	1.0	-16.629404	G	-0.018823713
AF107885.2	1.0	-17.728083	G	-0.018823713
AC105362.1	1.0	-17.521984	G	-0.018823713
HRC	1.0	-18.14087	G	-0.018823713
UCP1	1.0	-17.335848	G	-0.018823713
C2orf71	1.0	-17.20746	G	-0.018823713
SMAD1-AS1	1.0	-17.317635	G	-0.018823713
AP001065.1	1.0	-17.375935	G	-0.018823713
MAB21L2	1.0	-17.954975	G	-0.018823713
IQCM	1.0	-17.241245	G	-0.018823713
AC084125.1	1.0	-16.87599	G	-0.018823713
TTC29	1.0	-17.774883	G	-0.018823713
AC009019.1	1.0	-18.841938	G	-0.018823713
FREM3	1.0	-17.704172	G	-0.018823713
LINC02273	1.0	-17.519548	G	-0.018823713
SLC30A3	1.0	-17.463621	G	-0.018823713
FP565260.2	1.0	-17.403399	G	-0.018823713
AC139720.2	1.0	-17.1611	G	-0.018823713
AC093673.2	1.0	-17.238188	G	-0.018823713
JAKMIP3	1.0	-16.575953	G	-0.018823713
OR6N1	1.0	-17.667473	G	-0.018823713
AL162430.2	1.0	-17.806698	G	-0.018823713
SDS	1.0	-17.239483	G	-0.018823713
OR10Z1	1.0	-17.241245	G	-0.018823713
AL031289.1	1.0	-17.692991	G	-0.018823713
AL136979.1	1.0	-17.368362	G	-0.018823713
TNFRSF18	1.0	-17.07996	G	-0.018823713
AC130651.1	1.0	-16.984402	G	-0.018823713
OLFML1	1.0	-18.076683	G	-0.018823713
AC079341.2	1.0	-17.42436	G	-0.018823713
AC013451.1	1.0	-17.609377	G	-0.018823713
LINC01830	1.0	-17.495747	G	-0.018823713
TBX5	1.0	-16.840025	G	-0.018823713
