gene	adj_pval	log_fc	clone	scores
EGFLAM-AS3	1.0	0.0	G	0.0
EGFLAM-AS4	1.0	0.0	G	0.0
LINC02107	1.0	0.0	G	0.0
AC034226.1	1.0	0.0	G	0.0
LINC02110	1.0	0.0	G	0.0
AC008869.1	1.0	0.0	G	0.0
LINC02117	1.0	0.0	G	0.0
AC008957.2	1.0	0.0	G	0.0
RANBP3L	1.0	0.0	G	0.0
NADK2-AS1	1.0	0.0	G	0.0
UGT3A2	1.0	0.0	G	0.0
UGT3A1	1.0	0.0	G	0.0
AC112204.2	1.0	0.0	G	0.0
AC025754.1	1.0	0.0	G	0.0
AC022447.1	1.0	0.0	G	0.0
AC139792.1	1.0	0.0	G	0.0
RXFP3	1.0	0.0	G	0.0
ADAMTS12	1.0	0.0	G	0.0
AC034232.2	1.0	0.0	G	0.0
AC079779.1	1.0	0.0	G	0.0
LINC02160	1.0	0.0	G	0.0
AC034223.2	1.0	0.0	G	0.0
AC034223.1	1.0	0.0	G	0.0
AC010343.3	1.0	0.0	G	0.0
LINC02061	1.0	0.0	G	0.0
ALKAL2	1.0	0.0	G	0.0
AC079779.3	1.0	0.0	G	0.0
AC022447.7	1.0	0.0	G	0.0
AC025470.2	1.0	0.0	G	0.0
AC008780.1	1.0	0.0	G	0.0
OR2M7	1.0	0.0	G	0.0
S100Z	1.0	0.0	G	0.0
CHIA	1.0	0.0	G	0.0
AC026427.1	1.0	0.0	G	0.0
RASGRF2-AS1	1.0	0.0	G	0.0
SPZ1	1.0	0.0	G	0.0
LINC01455	1.0	0.0	G	0.0
AC008496.2	1.0	0.0	G	0.0
BHMT	1.0	0.0	G	0.0
AC098484.3	1.0	0.0	G	0.0
AC108482.1	1.0	0.0	G	0.0
OTP	1.0	0.0	G	0.0
AC022414.1	1.0	0.0	G	0.0
AC008581.1	1.0	0.0	G	0.0
GCSAML-AS1	1.0	0.0	G	0.0
AC098484.1	1.0	0.0	G	0.0
ATG10-AS1	1.0	0.0	G	0.0
AL606804.1	1.0	0.0	G	0.0
AC113404.1	1.0	0.0	G	0.0
SV2C	1.0	0.0	G	0.0
AC026774.1	1.0	0.0	G	0.0
AL355816.1	1.0	0.0	G	0.0
OR2G2	1.0	0.0	G	0.0
AC008897.2	1.0	0.0	G	0.0
AC116337.3	1.0	0.0	G	0.0
OR2G3	1.0	0.0	G	0.0
OR13G1	1.0	0.0	G	0.0
LINC01331	1.0	0.0	G	0.0
LINC01332	1.0	0.0	G	0.0
LINC01333	1.0	0.0	G	0.0
CKMT2	1.0	0.0	G	0.0
AC026782.1	1.0	0.0	G	0.0
AC008780.2	1.0	0.0	G	0.0
LINC02059	1.0	0.0	G	0.0
AC113167.1	1.0	0.0	G	0.0
LINC02161	1.0	0.0	G	0.0
AC074131.1	1.0	0.0	G	0.0
MEF2C-AS1	1.0	0.0	G	0.0
AC008525.2	1.0	0.0	G	0.0
AC008525.1	1.0	0.0	G	0.0
AC091826.2	1.0	0.0	G	0.0
LINC02060	1.0	0.0	G	0.0
LINC02144	1.0	0.0	G	0.0
LINC02488	1.0	0.0	G	0.0
TMIGD3	1.0	0.0	G	0.0
AC109492.1	1.0	0.0	G	0.0
AC008539.1	1.0	0.0	G	0.0
AC016550.3	1.0	0.0	G	0.0
AC026782.2	1.0	0.0	G	0.0
AC016550.2	1.0	0.0	G	0.0
AC016550.1	1.0	0.0	G	0.0
AC026414.1	1.0	0.0	G	0.0
AC010595.1	1.0	0.0	G	0.0
AC010486.3	1.0	0.0	G	0.0
AC010486.2	1.0	0.0	G	0.0
AC010486.1	1.0	0.0	G	0.0
AC117522.2	1.0	0.0	G	0.0
AC113383.1	1.0	0.0	G	0.0
AL356387.1	1.0	0.0	G	0.0
AC027338.2	1.0	0.0	G	0.0
LINC01338	1.0	0.0	G	0.0
AC008885.2	1.0	0.0	G	0.0
AC106732.1	1.0	0.0	G	0.0
OR6F1	1.0	0.0	G	0.0
LINC01335	1.0	0.0	G	0.0
C5orf64-AS1	1.0	0.0	G	0.0
LINC02219	1.0	0.0	G	0.0
AC024581.1	1.0	0.0	G	0.0
LINC02242	1.0	0.0	G	0.0
OR2AK2	1.0	0.0	G	0.0
LINC02229	1.0	0.0	G	0.0
AC113378.1	1.0	0.0	G	0.0
AC025442.1	1.0	0.0	G	0.0
OR2L3	1.0	0.0	G	0.0
SHISAL2B	1.0	0.0	G	0.0
HTR1A	1.0	0.0	G	0.0
OR2L13	1.0	0.0	G	0.0
OR2M5	1.0	0.0	G	0.0
AC026434.1	1.0	0.0	G	0.0
AC026746.1	1.0	0.0	G	0.0
LINC02122	1.0	0.0	G	0.0
OR2M2	1.0	0.0	G	0.0
SMIM15-AS1	1.0	0.0	G	0.0
AC022445.1	1.0	0.0	G	0.0
OR2T33	1.0	0.0	G	0.0
OR2T12	1.0	0.0	G	0.0
AC034234.1	1.0	0.0	G	0.0
AC092343.1	1.0	0.0	G	0.0
AC008852.1	1.0	0.0	G	0.0
AC016642.1	1.0	0.0	G	0.0
RAB3C	1.0	0.0	G	0.0
LINC02108	1.0	0.0	G	0.0
GAPT	1.0	0.0	G	0.0
LINC02101	1.0	0.0	G	0.0
AC024579.1	1.0	0.0	G	0.0
AC010280.3	1.0	0.0	G	0.0
AC010280.1	1.0	0.0	G	0.0
AC093523.1	1.0	0.0	G	0.0
AC093283.1	1.0	0.0	G	0.0
AC091868.2	1.0	0.0	G	0.0
LINC01386	1.0	0.0	G	0.0
LINC01385	1.0	0.0	G	0.0
AC118470.1	1.0	0.0	G	0.0
LINC02230	1.0	0.0	G	0.0
AC116345.1	1.0	0.0	G	0.0
TMEM174	1.0	0.0	G	0.0
AC116345.3	1.0	0.0	G	0.0
OR14A2	1.0	0.0	G	0.0
AC063979.2	1.0	0.0	G	0.0
AC099795.1	1.0	0.0	G	0.0
AC145141.1	1.0	0.0	G	0.0
AC145141.2	1.0	0.0	G	0.0
OR14K1	1.0	0.0	G	0.0
OR1C1	1.0	0.0	G	0.0
AC139834.1	1.0	0.0	G	0.0
AC140134.2	1.0	0.0	G	0.0
MPL	1.0	0.0	G	0.0
OR14A16	1.0	0.0	G	0.0
AC145146.1	1.0	0.0	G	0.0
OR11L1	1.0	0.0	G	0.0
OR2W3	1.0	0.0	G	0.0
OR2T8	1.0	0.0	G	0.0
OR2AJ1	1.0	0.0	G	0.0
OR2L8	1.0	0.0	G	0.0
AC093248.1	1.0	0.0	G	0.0
AC105393.1	1.0	0.0	G	0.0
AC233724.12	1.0	0.0	G	0.0
AC093281.2	1.0	0.0	G	0.0
AC108477.1	1.0	0.0	G	0.0
AC096659.1	1.0	0.0	G	0.0
AC108472.1	1.0	0.0	G	0.0
AC093797.1	1.0	0.0	G	0.0
AC112722.1	1.0	0.0	G	0.0
AL358075.4	1.0	0.0	G	0.0
LINC02436	1.0	0.0	G	0.0
LINC01250	1.0	0.0	G	0.0
HELT	1.0	0.0	G	0.0
LINC02437	1.0	0.0	G	0.0
MIR3945HG	1.0	0.0	G	0.0
AC019118.1	1.0	0.0	G	0.0
LINC02427	1.0	0.0	G	0.0
AL358075.1	1.0	0.0	G	0.0
CLDN24	1.0	0.0	G	0.0
AC018709.1	1.0	0.0	G	0.0
WWC2-AS1	1.0	0.0	G	0.0
AC019193.3	1.0	0.0	G	0.0
AL672043.1	1.0	0.0	G	0.0
AC079226.1	1.0	0.0	G	0.0
AC079226.2	1.0	0.0	G	0.0
TEMN3-AS1	1.0	0.0	G	0.0
LINC02500	1.0	0.0	G	0.0
LINC00290	1.0	0.0	G	0.0
AC104803.1	1.0	0.0	G	0.0
AC020551.1	1.0	0.0	G	0.0
LINC01098	1.0	0.0	G	0.0
AC103879.1	1.0	0.0	G	0.0
AC027627.1	1.0	0.0	G	0.0
F11-AS1	1.0	0.0	G	0.0
MTNR1A	1.0	0.0	G	0.0
TRAPPC12-AS1	1.0	0.0	G	0.0
AC018685.1	1.0	0.0	G	0.0
LINC01596	1.0	0.0	G	0.0
AC093390.2	1.0	0.0	G	0.0
AC093390.1	1.0	0.0	G	0.0
LINC01262	1.0	0.0	G	0.0
MYT1L-AS1	1.0	0.0	G	0.0
AC105924.1	1.0	0.0	G	0.0
AC107391.1	1.0	0.0	G	0.0
AC122138.1	1.0	0.0	G	0.0
AC018685.2	1.0	0.0	G	0.0
AC093909.4	1.0	0.0	G	0.0
LINC02508	1.0	0.0	G	0.0
AC093909.2	1.0	0.0	G	0.0
LINC02434	1.0	0.0	G	0.0
TRIML1	1.0	0.0	G	0.0
AC108865.1	1.0	0.0	G	0.0
AC011995.2	1.0	0.0	G	0.0
ZFP42	1.0	0.0	G	0.0
AC097521.1	1.0	0.0	G	0.0
LINC02492	1.0	0.0	G	0.0
AC093763.1	1.0	0.0	G	0.0
LINC02515	1.0	0.0	G	0.0
LINC02514	1.0	0.0	G	0.0
AC097652.1	1.0	0.0	G	0.0
LINC02374	1.0	0.0	G	0.0
AC011995.1	1.0	0.0	G	0.0
AC108474.1	1.0	0.0	G	0.0
AC110772.1	1.0	0.0	G	0.0
AC108865.2	1.0	0.0	G	0.0
LINC02509	1.0	0.0	G	0.0
AC093801.1	1.0	0.0	G	0.0
AC233724.16	1.0	0.0	G	0.0
LINC01304	1.0	0.0	G	0.0
APELA	1.0	0.0	G	0.0
KCNA3	1.0	0.0	G	0.0
AL365361.1	1.0	0.0	G	0.0
TKTL2	1.0	0.0	G	0.0
NPY5R	1.0	0.0	G	0.0
AC010907.1	1.0	0.0	G	0.0
AC104793.1	1.0	0.0	G	0.0
LINC02477	1.0	0.0	G	0.0
LINC02233	1.0	0.0	G	0.0
AC074344.2	1.0	0.0	G	0.0
C4orf45	1.0	0.0	G	0.0
AC121161.2	1.0	0.0	G	0.0
AC098679.1	1.0	0.0	G	0.0
LINC02433	1.0	0.0	G	0.0
AC106872.10	1.0	0.0	G	0.0
GRIA2	1.0	0.0	G	0.0
AC012445.1	1.0	0.0	G	0.0
AC096736.1	1.0	0.0	G	0.0
AC096736.2	1.0	0.0	G	0.0
LINC02272	1.0	0.0	G	0.0
AC096736.3	1.0	0.0	G	0.0
ASIC5	1.0	0.0	G	0.0
LINC01249	1.0	0.0	G	0.0
AC107208.1	1.0	0.0	G	0.0
AC097467.1	1.0	0.0	G	0.0
NPY2R	1.0	0.0	G	0.0
AC107057.1	1.0	0.0	G	0.0
AC104407.1	1.0	0.0	G	0.0
AC108488.2	1.0	0.0	G	0.0
TRIM75P	1.0	0.0	G	0.0
AC019163.1	1.0	0.0	G	0.0
AL360270.1	1.0	0.0	G	0.0
ASB5	1.0	0.0	G	0.0
AC097537.1	1.0	0.0	G	0.0
AC131094.1	1.0	0.0	G	0.0
AC105914.2	1.0	0.0	G	0.0
ADAM29	1.0	0.0	G	0.0
AC096751.2	1.0	0.0	G	0.0
AC116616.1	1.0	0.0	G	0.0
AC012055.2	1.0	0.0	G	0.0
AC012055.1	1.0	0.0	G	0.0
AC106895.2	1.0	0.0	G	0.0
LINC02269	1.0	0.0	G	0.0
AC106895.1	1.0	0.0	G	0.0
HAND2	1.0	0.0	G	0.0
AC074254.1	1.0	0.0	G	0.0
AC097487.1	1.0	0.0	G	0.0
LINC02504	1.0	0.0	G	0.0
LINC02431	1.0	0.0	G	0.0
LINC02382	1.0	0.0	G	0.0
LINC02512	1.0	0.0	G	0.0
LINC01612	1.0	0.0	G	0.0
AC084866.1	1.0	0.0	G	0.0
AC084866.2	1.0	0.0	G	0.0
AC096741.1	1.0	0.0	G	0.0
AC021151.1	1.0	0.0	G	0.0
AC080188.1	1.0	0.0	G	0.0
AC079858.1	1.0	0.0	G	0.0
AC116634.1	1.0	0.0	G	0.0
AC079349.1	1.0	0.0	G	0.0
FRG2	1.0	0.0	G	0.0
DUX4	1.0	0.0	G	0.0
LRRC14B	1.0	0.0	G	0.0
LINC02112	1.0	0.0	G	0.0
LINC01194	1.0	0.0	G	0.0
AC106771.1	1.0	0.0	G	0.0
AC012629.1	1.0	0.0	G	0.0
ANKRD33B-AS1	1.0	0.0	G	0.0
LINC02213	1.0	0.0	G	0.0
LINC02212	1.0	0.0	G	0.0
AC092336.1	1.0	0.0	G	0.0
ROPN1L-AS1	1.0	0.0	G	0.0
AC092159.3	1.0	0.0	G	0.0
AC034229.3	1.0	0.0	G	0.0
AC034229.2	1.0	0.0	G	0.0
AC092159.1	1.0	0.0	G	0.0
LINC02221	1.0	0.0	G	0.0
AC116609.3	1.0	0.0	G	0.0
AC092159.2	1.0	0.0	G	0.0
TAS2R1	1.0	0.0	G	0.0
SEMA5A-AS1	1.0	0.0	G	0.0
AC091906.1	1.0	0.0	G	0.0
LINC02199	1.0	0.0	G	0.0
AC027328.1	1.0	0.0	G	0.0
AC091965.1	1.0	0.0	G	0.0
LINC02226	1.0	0.0	G	0.0
AC025174.1	1.0	0.0	G	0.0
AC116609.2	1.0	0.0	G	0.0
AC116609.1	1.0	0.0	G	0.0
C5orf49	1.0	0.0	G	0.0
AC093305.1	1.0	0.0	G	0.0
AC027343.2	1.0	0.0	G	0.0
LINC02220	1.0	0.0	G	0.0
AC016553.1	1.0	0.0	G	0.0
PXDN	1.0	0.0	G	0.0
LINC02111	1.0	0.0	G	0.0
AC233724.6	1.0	0.0	G	0.0
AC233724.15	1.0	0.0	G	0.0
AC233724.19	1.0	0.0	G	0.0
AC233724.18	1.0	0.0	G	0.0
AC233724.17	1.0	0.0	G	0.0
AC233724.20	1.0	0.0	G	0.0
AC106774.5	1.0	0.0	G	0.0
AC106774.6	1.0	0.0	G	0.0
AC106774.7	1.0	0.0	G	0.0
AC106774.9	1.0	0.0	G	0.0
AC106774.8	1.0	0.0	G	0.0
AC106774.10	1.0	0.0	G	0.0
LINC02218	1.0	0.0	G	0.0
AC026785.3	1.0	0.0	G	0.0
AC016576.1	1.0	0.0	G	0.0
AC026790.1	1.0	0.0	G	0.0
AC022113.2	1.0	0.0	G	0.0
LINC01874	1.0	0.0	G	0.0
AC020980.1	1.0	0.0	G	0.0
AC092335.1	1.0	0.0	G	0.0
HPDL	1.0	0.0	G	0.0
MARCH11	1.0	0.0	G	0.0
AC010638.1	1.0	0.0	G	0.0
LINC02149	1.0	0.0	G	0.0
AC016651.1	1.0	0.0	G	0.0
AC093326.2	1.0	0.0	G	0.0
LINC01875	1.0	0.0	G	0.0
AC093326.1	1.0	0.0	G	0.0
AC027343.1	1.0	0.0	G	0.0
LINC02123	1.0	0.0	G	0.0
AC027343.3	1.0	0.0	G	0.0
AC091849.2	1.0	0.0	G	0.0
AC025773.1	1.0	0.0	G	0.0
LINC01017	1.0	0.0	G	0.0
LINC02162	1.0	0.0	G	0.0
LINC01019	1.0	0.0	G	0.0
AC091832.1	1.0	0.0	G	0.0
AC112192.1	1.0	0.0	G	0.0
AC108462.1	1.0	0.0	G	0.0
AC094105.1	1.0	0.0	G	0.0
AC126768.1	1.0	0.0	G	0.0
AC025183.2	1.0	0.0	G	0.0
LINC02116	1.0	0.0	G	0.0
AC025183.3	1.0	0.0	G	0.0
AC112176.1	1.0	0.0	G	0.0
TPO	1.0	0.0	G	0.0
AC091951.4	1.0	0.0	G	0.0
LINC01511	1.0	0.0	G	0.0
SLC6A18	1.0	0.0	G	0.0
SLC6A19	1.0	0.0	G	0.0
AC114291.1	1.0	0.0	G	0.0
NKD2	1.0	0.0	G	0.0
AC116351.2	1.0	0.0	G	0.0
AC122719.2	1.0	0.0	G	0.0
AC122719.1	1.0	0.0	G	0.0
AC141930.1	1.0	0.0	G	0.0
AC141930.3	1.0	0.0	G	0.0
AC106772.1	1.0	0.0	G	0.0
AC106772.2	1.0	0.0	G	0.0
AC141930.2	1.0	0.0	G	0.0
AC025187.1	1.0	0.0	G	0.0
LINC02063	1.0	0.0	G	0.0
AC106799.2	1.0	0.0	G	0.0
AC106799.1	1.0	0.0	G	0.0
LINC02196	1.0	0.0	G	0.0
AC122710.1	1.0	0.0	G	0.0
LINC02236	1.0	0.0	G	0.0
AC122710.2	1.0	0.0	G	0.0
LINC01115	1.0	0.0	G	0.0
LINC01939	1.0	0.0	G	0.0
AC113607.1	1.0	0.0	G	0.0
AC116614.1	1.0	0.0	G	0.0
SNTG2	1.0	0.0	G	0.0
LINC01018	1.0	0.0	G	0.0
UBE2QL1	1.0	0.0	G	0.0
AC010266.1	1.0	0.0	G	0.0
AC010266.2	1.0	0.0	G	0.0
AC114808.1	1.0	0.0	G	0.0
AC022424.2	1.0	0.0	G	0.0
AC022424.1	1.0	0.0	G	0.0
LINC02121	1.0	0.0	G	0.0
AC010451.2	1.0	0.0	G	0.0
LINC01020	1.0	0.0	G	0.0
AC010451.1	1.0	0.0	G	0.0
AC010451.3	1.0	0.0	G	0.0
AC026415.1	1.0	0.0	G	0.0
AC026719.2	1.0	0.0	G	0.0
AC026719.1	1.0	0.0	G	0.0
LINC02114	1.0	0.0	G	0.0
AC010634.1	1.0	0.0	G	0.0
AC114808.2	1.0	0.0	G	0.0
AC099554.1	1.0	0.0	G	0.0
AC123595.1	1.0	0.0	G	0.0
AL158198.1	1.0	0.0	G	0.0
LINC01187	1.0	0.0	G	0.0
AL353052.2	1.0	0.0	G	0.0
SMIM23	1.0	0.0	G	0.0
TLX3	1.0	0.0	G	0.0
AC091980.2	1.0	0.0	G	0.0
GABRP	1.0	0.0	G	0.0
AC008514.1	1.0	0.0	G	0.0
AC027312.1	1.0	0.0	G	0.0
AC008619.1	1.0	0.0	G	0.0
LINC01366	1.0	0.0	G	0.0
AC034199.1	1.0	0.0	G	0.0
LINC01745	1.0	0.0	G	0.0
LCP2	1.0	0.0	G	0.0
C5orf58	1.0	0.0	G	0.0
FOXI1	1.0	0.0	G	0.0
EFCAB9	1.0	0.0	G	0.0
FAM196B	1.0	0.0	G	0.0
AC008680.1	1.0	0.0	G	0.0
AC011389.1	1.0	0.0	G	0.0
AC011389.2	1.0	0.0	G	0.0
AC011365.2	1.0	0.0	G	0.0
HEYL	1.0	0.0	G	0.0
AL035404.2	1.0	0.0	G	0.0
AC008705.1	1.0	0.0	G	0.0
AC008464.1	1.0	0.0	G	0.0
NT5C1A	1.0	0.0	G	0.0
AC008601.1	1.0	0.0	G	0.0
AC091820.1	1.0	0.0	G	0.0
AC091820.2	1.0	0.0	G	0.0
AL353052.1	1.0	0.0	G	0.0
LINC00582	1.0	0.0	G	0.0
AC091819.2	1.0	0.0	G	0.0
AC025752.1	1.0	0.0	G	0.0
AC138956.2	1.0	0.0	G	0.0
AC138956.1	1.0	0.0	G	0.0
AC139491.4	1.0	0.0	G	0.0
AC139491.7	1.0	0.0	G	0.0
FAM153B	1.0	0.0	G	0.0
AC139491.3	1.0	0.0	G	0.0
AC138965.1	1.0	0.0	G	0.0
TRIM67	1.0	0.0	G	0.0
HRH2	1.0	0.0	G	0.0
AL109810.2	1.0	0.0	G	0.0
AC008413.2	1.0	0.0	G	0.0
AC113346.2	1.0	0.0	G	0.0
AC108112.1	1.0	0.0	G	0.0
AC113423.2	1.0	0.0	G	0.0
AC027309.1	1.0	0.0	G	0.0
AC113423.1	1.0	0.0	G	0.0
LINC01942	1.0	0.0	G	0.0
LINC01863	1.0	0.0	G	0.0
AL442071.1	1.0	0.0	G	0.0
AC008663.2	1.0	0.0	G	0.0
AC008663.3	1.0	0.0	G	0.0
AC008663.1	1.0	0.0	G	0.0
AC008632.1	1.0	0.0	G	0.0
AC016573.1	1.0	0.0	G	0.0
BMP8A	1.0	0.0	G	0.0
AC110011.1	1.0	0.0	G	0.0
AC022217.3	1.0	0.0	G	0.0
AC022217.2	1.0	0.0	G	0.0
AC091819.1	1.0	0.0	G	0.0
LINC01947	1.0	0.0	G	0.0
CLMAT3	1.0	0.0	G	0.0
FAM71B	1.0	0.0	G	0.0
AC025437.2	1.0	0.0	G	0.0
AL160408.6	1.0	0.0	G	0.0
AC025437.3	1.0	0.0	G	0.0
AC025437.4	1.0	0.0	G	0.0
AL360294.1	1.0	0.0	G	0.0
AC025437.5	1.0	0.0	G	0.0
AL391832.1	1.0	0.0	G	0.0
C5orf52	1.0	0.0	G	0.0
AC106801.1	1.0	0.0	G	0.0
NIPAL4	1.0	0.0	G	0.0
FNDC9	1.0	0.0	G	0.0
AC009185.1	1.0	0.0	G	0.0
AC010609.1	1.0	0.0	G	0.0
AC011377.1	1.0	0.0	G	0.0
AC091979.1	1.0	0.0	G	0.0
HAVCR1	1.0	0.0	G	0.0
TIMD4	1.0	0.0	G	0.0
AC025434.1	1.0	0.0	G	0.0
LINC01750	1.0	0.0	G	0.0
AC026688.2	1.0	0.0	G	0.0
HAND1	1.0	0.0	G	0.0
AC091962.1	1.0	0.0	G	0.0
LINC01861	1.0	0.0	G	0.0
GRIA1	1.0	0.0	G	0.0
NMUR2	1.0	0.0	G	0.0
LYST-AS1	1.0	0.0	G	0.0
AL139161.2	1.0	0.0	G	0.0
AC091982.1	1.0	0.0	G	0.0
AC025437.1	1.0	0.0	G	0.0
AC091979.2	1.0	0.0	G	0.0
AC114321.1	1.0	0.0	G	0.0
AC008456.1	1.0	0.0	G	0.0
AC008415.1	1.0	0.0	G	0.0
LINC01938	1.0	0.0	G	0.0
LINC02143	1.0	0.0	G	0.0
AC008662.2	1.0	0.0	G	0.0
AC008662.1	1.0	0.0	G	0.0
HMMR-AS1	1.0	0.0	G	0.0
AL122008.3	1.0	0.0	G	0.0
AL122008.4	1.0	0.0	G	0.0
LINC01202	1.0	0.0	G	0.0
GABRA1	1.0	0.0	G	0.0
AC091944.1	1.0	0.0	G	0.0
GABRA6	1.0	0.0	G	0.0
AC011363.1	1.0	0.0	G	0.0
MIR3142HG	1.0	0.0	G	0.0
AC091939.1	1.0	0.0	G	0.0
AL355472.3	1.0	0.0	G	0.0
FABP6	1.0	0.0	G	0.0
HPCAL4	1.0	0.0	G	0.0
AL161640.1	1.0	0.0	G	0.0
AL603832.3	1.0	0.0	G	0.0
ADRA1B	1.0	0.0	G	0.0
AC008703.1	1.0	0.0	G	0.0
LINC01845	1.0	0.0	G	0.0
IL12B	1.0	0.0	G	0.0
AL160408.5	1.0	0.0	G	0.0
AC136424.1	1.0	0.0	G	0.0
AC136424.2	1.0	0.0	G	0.0
AL160408.3	1.0	0.0	G	0.0
SNCB	1.0	0.0	G	0.0
EIF4E1B	1.0	0.0	G	0.0
AC113391.1	1.0	0.0	G	0.0
AL353593.2	1.0	0.0	G	0.0
AL137220.1	1.0	0.0	G	0.0
AL359378.1	1.0	0.0	G	0.0
AC117945.1	1.0	0.0	G	0.0
EEF1E1-BLOC1S5	1.0	0.0	G	0.0
BLOC1S5-TXNDC5	1.0	0.0	G	0.0
AL139390.1	1.0	0.0	G	0.0
AL158817.1	1.0	0.0	G	0.0
AL136361.1	1.0	0.0	G	0.0
LY86	1.0	0.0	G	0.0
F13A1	1.0	0.0	G	0.0
NRN1	1.0	0.0	G	0.0
AL022097.1	1.0	0.0	G	0.0
AL021328.1	1.0	0.0	G	0.0
AL022725.1	1.0	0.0	G	0.0
LINC02522	1.0	0.0	G	0.0
GRIK3	1.0	0.0	G	0.0
AL353593.3	1.0	0.0	G	0.0
AL034376.1	1.0	0.0	G	0.0
AL031430.1	1.0	0.0	G	0.0
AL670729.2	1.0	0.0	G	0.0
AL670729.1	1.0	0.0	G	0.0
AL159166.1	1.0	0.0	G	0.0
HIST3H3	1.0	0.0	G	0.0
AL162718.1	1.0	0.0	G	0.0
AL136309.3	1.0	0.0	G	0.0
AL136309.4	1.0	0.0	G	0.0
FAM217A	1.0	0.0	G	0.0
AC104457.2	1.0	0.0	G	0.0
AL138885.2	1.0	0.0	G	0.0
AL139039.3	1.0	0.0	G	0.0
AC113391.2	1.0	0.0	G	0.0
AL022396.1	1.0	0.0	G	0.0
AL022068.1	1.0	0.0	G	0.0
AL121999.1	1.0	0.0	G	0.0
AL357052.1	1.0	0.0	G	0.0
MIR548A1HG	1.0	0.0	G	0.0
AL353689.2	1.0	0.0	G	0.0
LINC02543	1.0	0.0	G	0.0
SNAP47-AS1	1.0	0.0	G	0.0
AL138720.1	1.0	0.0	G	0.0
AL109914.1	1.0	0.0	G	0.0
PRSS38	1.0	0.0	G	0.0
AL080313.1	1.0	0.0	G	0.0
AL080313.2	1.0	0.0	G	0.0
AL353152.1	1.0	0.0	G	0.0
SYT6	1.0	0.0	G	0.0
AC117945.2	1.0	0.0	G	0.0
RNF182	1.0	0.0	G	0.0
GFOD1-AS1	1.0	0.0	G	0.0
AL157373.1	1.0	0.0	G	0.0
AL022724.1	1.0	0.0	G	0.0
AL357518.1	1.0	0.0	G	0.0
AL445430.2	1.0	0.0	G	0.0
AL445430.1	1.0	0.0	G	0.0
AL139807.1	1.0	0.0	G	0.0
ERVFRD-1	1.0	0.0	G	0.0
ELOVL2-AS1	1.0	0.0	G	0.0
ELOVL2	1.0	0.0	G	0.0
AL024498.2	1.0	0.0	G	0.0
AL596257.1	1.0	0.0	G	0.0
AL353604.1	1.0	0.0	G	0.0
AL137793.1	1.0	0.0	G	0.0
AL590004.3	1.0	0.0	G	0.0
AC140125.3	1.0	0.0	G	0.0
AL139158.3	1.0	0.0	G	0.0
CBY3	1.0	0.0	G	0.0
C5orf60	1.0	0.0	G	0.0
AC136628.1	1.0	0.0	G	0.0
AC109479.1	1.0	0.0	G	0.0
AC109479.3	1.0	0.0	G	0.0
AC104117.3	1.0	0.0	G	0.0
AC104117.5	1.0	0.0	G	0.0
AL136988.2	1.0	0.0	G	0.0
AL136988.1	1.0	0.0	G	0.0
PROP1	1.0	0.0	G	0.0
AC106795.3	1.0	0.0	G	0.0
AL133516.1	1.0	0.0	G	0.0
LINC01343	1.0	0.0	G	0.0
AL162595.2	1.0	0.0	G	0.0
AC140125.1	1.0	0.0	G	0.0
AC138819.1	1.0	0.0	G	0.0
LINC01737	1.0	0.0	G	0.0
LINC01685	1.0	0.0	G	0.0
AL354702.2	1.0	0.0	G	0.0
AL512328.1	1.0	0.0	G	0.0
CAPN9	1.0	0.0	G	0.0
AL118511.2	1.0	0.0	G	0.0
AL139260.3	1.0	0.0	G	0.0
AL118511.1	1.0	0.0	G	0.0
GJA9	1.0	0.0	G	0.0
UNC5A	1.0	0.0	G	0.0
LINC01574	1.0	0.0	G	0.0
AC010285.1	1.0	0.0	G	0.0
SCGB3A1	1.0	0.0	G	0.0
LINC02222	1.0	0.0	G	0.0
OR2Y1	1.0	0.0	G	0.0
SPHAR	1.0	0.0	G	0.0
RSPO1	1.0	0.0	G	0.0
AL138881.1	1.0	0.0	G	0.0
AL445309.1	1.0	0.0	G	0.0
LINC02525	1.0	0.0	G	0.0
AL133351.2	1.0	0.0	G	0.0
SERPINB9P1	1.0	0.0	G	0.0
LINC02521	1.0	0.0	G	0.0
AL929472.3	1.0	0.0	G	0.0
AL512329.2	1.0	0.0	G	0.0
LINC01394	1.0	0.0	G	0.0
AL356130.2	1.0	0.0	G	0.0
AL356130.1	1.0	0.0	G	0.0
AL392183.1	1.0	0.0	G	0.0
AL357054.4	1.0	0.0	G	0.0
AL035696.1	1.0	0.0	G	0.0
AL035696.3	1.0	0.0	G	0.0
OR4F3	1.0	0.0	G	0.0
AC138035.2	1.0	0.0	G	0.0
AL137856.1	1.0	0.0	G	0.0
LINC01682	1.0	0.0	G	0.0
AC008443.4	1.0	0.0	G	0.0
LINC01736	1.0	0.0	G	0.0
OR2V1	1.0	0.0	G	0.0
BTNL3	1.0	0.0	G	0.0
BTNL8	1.0	0.0	G	0.0
AL139158.2	1.0	0.0	G	0.0
AL139161.1	1.0	0.0	G	0.0
AC008641.1	1.0	0.0	G	0.0
AL591848.2	1.0	0.0	G	0.0
FAM170A	1.0	0.0	G	0.0
AC025465.2	1.0	0.0	G	0.0
AC016556.1	1.0	0.0	G	0.0
AC106786.2	1.0	0.0	G	0.0
